age,StateName,"(1.0, 1.0)","(1.0, 2.0)","(1.0, 3.0)","(1.0, 4.0)","(1.0, 5.0)","(1.0, 6.0)","(1.0, 7.0)","(1.0, 8.0)","(2.0, 1.0)","(2.0, 2.0)","(2.0, 3.0)","(2.0, 4.0)","(2.0, 5.0)","(2.0, 6.0)","(2.0, 7.0)","(2.0, 8.0)","('TotalPOP', '')","('key', '')"
26,Nevada,9292,8567,2948,2970,211,247,2086,2181,7207,6915,358,355,257,289,211,200,44294,1355
71,Kentucky,19078,21563,1201,1464,56,51,150,238,229,205,16,15,2,7,9,2,44286,3639
81,North Carolina,15436,20081,2540,4313,147,245,324,363,321,426,27,32,10,2,3,9,44279,4165
79,New Jersey,13350,18078,1672,3006,31,45,1606,1804,1625,2435,172,244,35,45,20,30,44198,4060
79,Arizona,17077,19151,446,530,346,555,413,570,2100,2755,25,37,49,62,16,25,44157,4032
37,Connecticut,12970,13251,2575,2760,75,61,1609,1667,3879,3705,500,629,150,135,102,63,44131,1894
24,Connecticut,13576,12519,3007,2958,64,63,1273,1296,4076,3647,653,589,107,114,88,72,44102,1231
36,Connecticut,13095,12992,2580,2764,45,57,1702,1697,3888,3732,502,631,158,104,99,56,44102,1843
37,Nevada,10485,9856,2224,2415,241,248,2248,2661,6321,5937,244,284,275,256,176,208,44079,1916
66,Oklahoma,16898,18658,1303,1507,1450,1767,320,463,765,757,34,21,51,56,7,12,44069,3403
38,Nevada,10271,9779,2256,2402,206,205,2339,2638,6345,5985,274,282,282,246,211,201,43922,1967
54,Oklahoma,15800,16009,1735,1742,1819,1971,539,691,1674,1401,51,46,168,156,27,27,43856,2791
14,Connecticut,12764,12202,2790,2766,63,62,1191,1217,4502,4257,848,817,98,127,56,76,43836,721
46,Oklahoma,15056,15139,1680,1714,2002,2107,674,763,2158,1948,68,92,189,183,37,25,43835,2383
74,Indiana,18098,21375,1076,1573,53,65,250,321,458,464,19,19,6,11,7,8,43803,3789
2,Oregon,14680,14092,898,819,298,294,1358,1229,4338,4155,160,124,521,517,131,150,43764,140
40,Nevada,10460,9544,2347,2242,221,207,2222,2621,6455,6009,281,280,248,230,180,174,43721,2069
31,Connecticut,12598,12222,3096,3091,78,52,1573,1623,3986,3690,639,673,140,107,81,61,43710,1588
36,Nevada,10338,9571,2318,2357,191,211,2304,2666,6387,5895,232,276,275,244,238,205,43708,1865
39,Connecticut,12736,12998,2535,2748,66,55,1488,1601,3851,3990,510,626,154,138,96,76,43668,1996
34,Utah,16187,16982,424,265,267,247,1152,1178,3219,2826,125,73,152,153,76,59,43385,1779
60,Iowa,19908,20370,556,491,52,81,309,363,627,502,12,18,38,26,6,7,43366,3076
43,Utah,17635,17045,311,180,199,209,785,886,2937,2604,96,67,162,137,54,31,43338,2238
52,Oklahoma,15487,15753,1642,1609,1850,1931,544,646,1750,1643,75,55,151,147,32,20,43335,2689
21,Kansas,15705,14606,1980,1664,343,282,880,947,3214,3001,173,146,132,131,34,36,43274,1088
13,Connecticut,12074,11821,2835,2817,71,63,1197,1194,4509,4388,883,877,146,125,70,81,43151,670
75,Indiana,17705,21051,1150,1593,52,69,246,269,441,477,12,16,14,10,5,1,43111,3840
39,Nevada,10210,9714,2147,2249,207,204,2275,2632,6258,5806,253,301,264,232,171,170,43093,2018
74,Missouri,17550,20573,1410,2089,103,111,253,359,238,301,12,10,15,12,5,9,43050,3800
73,Louisiana,14486,16568,4260,5764,128,160,235,301,437,466,43,43,2,20,9,7,42929,3742
23,Iowa,17651,16391,1497,1268,83,91,1297,957,1623,1697,70,72,81,99,24,22,42923,1189
25,Nevada,8944,8249,2742,2704,256,221,1999,1999,7098,7043,339,361,238,273,208,217,42891,1304
59,Iowa,19551,20346,523,455,56,71,296,348,606,553,12,4,21,24,11,11,42888,3025
50,Nevada,11753,10548,1967,2049,170,196,2027,2694,5445,4965,200,174,214,176,149,139,42866,2579
53,Oklahoma,15320,15800,1563,1612,1794,1960,537,609,1695,1519,56,45,167,131,32,20,42860,2740
80,Georgia,13441,17367,3557,5756,50,58,622,748,470,590,51,74,6,9,4,8,42811,4091
75,Missouri,17556,20346,1385,2131,93,97,243,334,264,264,13,23,13,7,3,6,42778,3851
72,Kentucky,18435,21025,1058,1343,56,49,148,217,184,194,10,11,6,4,3,2,42745,3690
13,Mississippi,10832,10301,9686,9056,129,127,245,271,875,836,129,117,46,35,17,22,42724,688
29,Arkansas,14751,14770,3758,3837,218,184,676,657,1887,1572,65,73,86,68,11,27,42640,1483
71,Louisiana,13903,15506,4836,6415,114,137,278,346,469,492,41,53,17,12,8,4,42631,3640
85,Nebraska,14512,25875,270,523,37,72,153,209,374,533,8,20,21,18,3,2,42630,4363
22,Kansas,15363,14530,1952,1508,271,234,992,958,3187,2976,176,141,155,114,29,27,42613,1139
33,Utah,15986,16369,467,290,262,265,1119,1116,3271,2833,87,97,146,151,51,45,42555,1728
77,Indiana,17379,21379,949,1510,48,51,200,230,313,434,15,12,8,9,4,5,42546,3942
13,Iowa,17118,16365,1553,1404,75,88,644,593,2163,2069,110,86,88,92,33,26,42507,679
41,Connecticut,12308,12613,2565,2809,47,52,1379,1612,3737,3815,482,647,137,130,83,62,42478,2098
1,Oregon,14358,13499,817,786,299,307,1368,1300,4116,3984,190,152,483,465,162,129,42415,89
77,Missouri,17195,20929,1244,1834,83,91,203,269,223,274,7,12,6,6,6,3,42385,3953
74,South Carolina,15226,17318,3490,4937,85,79,208,267,307,344,27,59,7,5,12,4,42375,3815
12,Connecticut,11988,11423,2805,2777,70,61,1120,1211,4499,4299,859,855,123,121,79,82,42372,619
30,Arkansas,14626,14753,3697,3968,196,192,712,640,1771,1415,79,67,88,77,23,25,42329,1534
85,New Mexico,10021,14909,202,348,721,1512,182,347,5114,8454,44,60,89,192,35,69,42299,4367
49,Nevada,11251,10463,1916,1983,202,207,2029,2693,5448,5121,180,202,154,162,141,137,42289,2528
12,Iowa,16958,16247,1561,1453,71,85,655,676,2035,2062,96,101,73,84,33,27,42217,628
66,Connecticut,16624,17776,1421,1761,46,50,564,674,1313,1550,146,154,38,42,10,22,42191,3373
85,Hawaii,3320,4424,122,113,15,17,11595,22028,168,287,5,10,1,2,23,16,42146,4347
79,Virginia,14334,17855,2441,3899,60,62,959,1294,397,647,31,51,18,11,0,15,42074,4076
0,Oregon,14164,13550,842,759,349,341,1405,1334,3979,3809,183,181,407,401,168,146,42018,38
28,Iowa,17256,16380,1510,1343,97,94,1039,925,1654,1447,64,54,65,53,7,19,42007,1444
67,Oklahoma,16001,18071,1207,1410,1374,1620,322,441,714,657,20,18,50,56,14,10,41985,3454
14,Iowa,17060,16263,1408,1419,73,88,577,639,2140,1874,110,101,85,91,20,27,41975,730
76,Missouri,17175,20388,1234,1906,89,77,230,299,215,256,17,15,3,6,1,8,41919,3902
19,Kansas,14950,13872,2013,1584,315,289,804,777,3431,3029,181,170,160,154,58,36,41823,986
58,Iowa,18735,19903,562,477,52,64,338,312,653,576,19,17,30,26,5,7,41776,2974
61,Iowa,19037,19906,487,390,58,69,314,332,558,452,11,20,24,23,7,4,41692,3127
42,Connecticut,12239,12341,2398,2807,40,46,1274,1457,3762,3806,477,615,125,112,72,49,41620,2149
80,New Jersey,12231,16831,1641,2883,30,34,1561,1772,1636,2432,163,253,41,60,13,36,41617,4111
72,Louisiana,13740,15418,4532,5937,120,139,282,326,452,509,38,58,7,22,7,3,41590,3691
23,Kansas,15156,13909,1957,1494,302,246,955,988,3035,2849,178,139,138,123,43,49,41561,1190
12,Mississippi,10426,10022,9273,9022,142,127,209,241,897,832,144,119,39,23,20,19,41555,637
76,Indiana,16873,20687,1007,1508,57,62,224,233,352,448,14,17,6,19,4,5,41516,3891
47,Connecticut,12602,13526,2249,2636,45,46,1297,1482,3182,3271,353,468,108,97,63,55,41480,2404
40,Iowa,17672,17185,1097,915,61,69,767,790,1404,1262,52,43,63,49,18,14,41461,2056
75,South Carolina,15007,16881,3425,4861,60,80,200,249,282,313,31,47,7,1,5,4,41453,3866
15,Iowa,16934,15996,1411,1370,87,100,618,638,1961,1920,108,82,73,90,22,25,41435,781
29,Mississippi,10890,10942,8415,8876,136,145,283,264,732,484,89,71,37,18,39,8,41429,1504
43,Connecticut,12170,12459,2321,2714,50,68,1317,1457,3641,3777,475,588,126,115,80,60,41418,2200
18,Iowa,16896,16178,1418,1279,80,76,749,771,1861,1704,81,77,88,82,26,30,41396,934
45,Connecticut,12645,12757,2277,2625,49,55,1244,1487,3527,3437,450,537,100,89,63,47,41389,2302
16,Iowa,16931,16127,1411,1277,95,92,637,607,1940,1778,107,84,79,88,31,23,41307,832
62,Iowa,19001,19701,455,406,52,49,264,321,500,479,15,9,22,14,7,4,41299,3178
82,North Carolina,13816,19287,2320,4025,149,210,285,357,299,405,28,63,10,14,6,5,41279,4216
82,Michigan,15391,20523,1379,2316,67,117,380,423,253,354,11,31,10,10,5,3,41273,4205
13,Arkansas,13737,13001,3966,3823,164,174,501,495,2475,2391,109,120,103,92,45,40,41236,667
17,Iowa,16911,16201,1331,1304,76,59,682,679,1886,1745,88,79,67,75,17,33,41233,883
38,Iowa,17295,16970,1103,987,72,65,879,792,1504,1276,55,33,50,63,16,18,41178,1954
20,Mississippi,10588,9797,9083,9207,134,121,274,353,746,578,104,89,47,29,16,8,41174,1045
28,Mississippi,10791,10392,8691,9002,124,123,273,280,750,524,88,69,17,10,14,9,41157,1453
84,Illinois,12641,19011,1753,3159,24,41,800,1031,1065,1433,51,45,46,28,8,20,41156,4298
28,Arkansas,13929,13889,3883,3943,241,235,633,580,1827,1630,94,62,81,69,24,19,41139,1432
12,Nevada,7724,7327,2588,2453,176,199,1715,1599,7797,7488,479,478,293,287,272,248,41123,641
11,Iowa,16686,15693,1537,1371,63,69,669,626,2025,1949,89,111,79,86,30,24,41107,577
24,Iowa,16873,15790,1533,1181,80,82,1303,814,1613,1527,75,48,67,68,21,21,41096,1240
30,Mississippi,10670,11005,8265,8785,113,131,293,293,760,483,88,79,34,22,27,13,41061,1555
26,Iowa,16879,15680,1547,1287,82,85,1179,821,1653,1518,69,68,66,49,19,23,41025,1342
14,Mississippi,10427,10063,9071,8746,139,119,263,281,777,754,118,121,39,44,21,20,41003,739
29,Iowa,16921,16145,1453,1242,110,96,944,850,1486,1441,50,48,70,61,19,18,40954,1495
27,Iowa,16885,15765,1430,1348,83,94,1100,882,1671,1397,68,58,77,55,13,20,40946,1393
20,Arkansas,14037,13065,4082,3909,199,207,471,514,2062,1991,98,87,60,90,39,21,40932,1024
24,Nevada,8549,7917,2507,2312,201,193,1953,1893,6882,6898,318,347,280,256,201,222,40929,1253
13,Nevada,7564,7407,2561,2440,193,194,1664,1620,7757,7550,449,419,290,262,259,267,40896,692
57,Iowa,18508,19066,591,492,56,51,343,355,689,613,23,18,35,23,8,9,40880,2923
84,Ohio,14377,21588,1368,2390,23,41,217,285,207,276,14,23,4,10,4,6,40833,4320
80,Arizona,15732,17653,367,525,350,531,368,571,1885,2601,24,40,52,74,14,25,40812,4083
11,Connecticut,11519,10746,2743,2744,59,64,1111,1141,4323,4239,888,840,127,107,80,72,40803,568
10,Iowa,16352,15677,1469,1421,79,76,651,593,2061,1944,91,110,85,98,35,36,40778,526
25,Iowa,16621,15754,1468,1203,94,87,1228,852,1650,1520,57,59,65,59,29,19,40765,1291
22,Arkansas,13785,13374,3952,4013,198,211,567,495,1894,1907,77,81,68,72,31,23,40748,1126
22,Mississippi,10762,10281,8483,8721,102,134,405,284,682,574,105,87,42,17,10,8,40697,1147
63,Iowa,18797,19501,430,381,51,62,251,300,435,406,11,13,13,16,7,3,40677,3229
12,Arkansas,13449,12791,3990,3854,175,168,525,474,2423,2392,103,95,84,61,34,49,40667,616
35,Iowa,16980,16594,1177,973,66,71,853,922,1550,1212,52,46,67,46,20,16,40645,1801
5,Iowa,16297,15170,1661,1630,102,74,753,660,1939,1806,134,88,110,125,38,42,40629,271
74,Wisconsin,18077,19707,532,729,108,139,208,276,358,381,10,19,16,5,5,4,40574,3824
30,Iowa,16562,16134,1449,1278,114,107,958,793,1494,1379,61,46,56,56,25,21,40533,1546
6,Iowa,16128,15430,1520,1574,91,74,715,695,1824,1782,120,127,160,156,50,38,40484,322
55,Nevada,11723,10691,1882,1903,194,226,1798,2430,4499,4301,160,144,165,139,108,95,40458,2834
19,Mississippi,10385,9497,8905,9121,124,134,281,261,765,652,108,103,35,25,19,18,40433,994
37,Iowa,16979,16626,1103,951,47,78,840,805,1549,1181,66,44,80,44,19,13,40425,1903
44,Utah,16232,15870,308,170,177,194,735,767,2798,2618,82,61,153,133,51,50,40399,2289
41,Nevada,9846,8899,1943,2167,194,195,1965,2448,5953,5519,209,291,196,190,177,186,40378,2120
13,Kansas,14070,13487,1654,1675,184,178,728,597,3555,3370,228,226,169,152,44,41,40358,680
12,Kansas,13984,13348,1741,1716,198,193,691,600,3535,3484,232,211,159,147,48,37,40324,629
44,Connecticut,11971,12333,2202,2519,56,58,1240,1422,3549,3576,449,584,118,108,91,46,40322,2251
21,Arkansas,13674,13084,3935,3967,178,163,573,454,1949,1931,81,106,71,80,52,16,40314,1075
85,West Virginia,13982,24743,241,602,52,68,64,124,153,266,7,1,2,2,0,3,40310,4384
15,Mississippi,10551,10079,8724,8346,142,131,287,254,778,726,105,96,40,25,12,12,40308,790
14,Arkansas,13331,12888,3736,3715,177,190,477,459,2495,2338,108,104,95,86,31,31,40261,718
46,Connecticut,12137,12704,2230,2534,39,48,1225,1505,3317,3352,377,480,96,87,59,62,40252,2353
39,Iowa,16971,16821,1080,874,67,68,745,783,1392,1229,48,38,48,49,12,10,40235,2005
21,Mississippi,10531,10082,8529,8804,117,113,265,308,685,520,99,86,47,22,14,11,40233,1096
60,Nevada,12649,12101,1648,1834,217,232,1734,2418,3481,3298,104,123,131,114,60,87,40231,3089
56,Iowa,18155,18638,565,491,54,55,367,403,744,640,28,13,28,26,7,10,40224,2872
7,Iowa,16016,15364,1537,1489,86,86,702,664,1817,1808,110,112,147,161,55,48,40202,373
4,Iowa,15637,15147,1719,1615,84,86,749,667,1917,1957,137,114,147,141,43,40,40200,220
16,Mississippi,10757,10166,8561,8250,132,131,236,231,770,683,82,99,27,32,20,9,40186,841
10,Connecticut,11101,10578,2786,2649,67,71,1205,1178,4278,4184,847,820,144,119,69,74,40170,517
67,Connecticut,15679,17090,1326,1671,34,40,571,643,1240,1458,140,167,44,24,15,21,40163,3424
15,Arkansas,13615,12908,3692,3707,165,175,452,463,2395,2153,106,88,86,72,40,45,40162,769
14,Nevada,7625,7282,2509,2340,172,183,1588,1611,7633,7282,462,420,254,289,258,243,40151,743
74,Maryland,12084,13974,3938,6096,50,50,1174,1382,515,620,77,103,18,21,18,17,40137,3795
56,Nevada,11710,11084,1761,1785,205,230,1761,2563,4195,4016,127,124,169,153,92,107,40082,2885
51,Nevada,10869,10015,1852,1877,176,205,1887,2571,5097,4637,179,163,169,164,109,110,40080,2630
9,Connecticut,11137,10634,2724,2636,103,107,1206,1164,4236,4321,735,709,116,129,52,65,40074,466
27,Arkansas,13671,13168,3760,3890,204,222,646,569,1803,1777,95,71,55,72,32,29,40064,1381
27,Mississippi,10280,9998,8615,8899,125,114,265,284,715,517,82,99,27,21,12,4,40057,1402
14,Kansas,13915,13409,1679,1670,222,217,696,575,3561,3251,190,200,178,166,47,48,40024,731
48,Nevada,10114,9418,1903,1952,170,196,1992,2638,5187,5420,183,237,164,146,125,168,40013,2477
11,Mississippi,10191,9823,8781,8519,128,121,190,213,809,807,139,106,40,41,19,20,39947,586
17,Kansas,14255,13558,1593,1470,221,193,710,685,3449,3108,180,168,142,138,40,33,39943,884
9,Nevada,7539,7280,2733,2581,185,193,1543,1515,7294,7027,431,441,295,313,276,250,39896,488
10,Kansas,13855,13223,1703,1586,169,174,689,672,3513,3458,192,224,154,140,51,66,39869,527
16,Arkansas,13632,12989,3579,3551,156,174,479,493,2305,2083,90,98,72,88,35,31,39855,820
78,Tennessee,15857,19201,1382,2372,72,51,193,219,213,226,16,18,10,3,3,3,39839,4021
28,Kansas,14598,13610,1871,1469,272,234,1050,937,2760,2479,150,128,134,94,21,29,39836,1445
23,Arkansas,13380,13329,3807,3819,175,190,631,526,1889,1731,69,73,60,69,31,26,39805,1177
25,Kansas,14353,13461,1851,1521,305,264,1060,1032,2810,2560,139,153,115,106,37,33,39800,1292
16,Kansas,14179,13314,1596,1473,224,215,751,725,3400,3168,173,180,144,152,48,33,39775,833
31,Arkansas,13776,13944,3519,3434,199,194,619,624,1657,1475,57,59,91,63,23,28,39762,1585
23,Mississippi,10790,10146,8192,8352,107,104,371,275,618,543,103,70,36,27,18,9,39761,1198
8,Iowa,15736,15253,1525,1400,90,90,697,633,1878,1790,134,115,170,143,54,52,39760,424
17,Arkansas,13642,12732,3694,3587,170,164,508,479,2244,2115,95,73,94,76,28,34,39735,871
78,Washington,16075,18172,387,398,178,238,1213,1712,548,685,20,11,21,36,6,21,39721,4026
68,Oklahoma,15250,17140,1081,1372,1235,1580,280,404,623,632,26,14,16,40,7,9,39709,3505
60,Mississippi,11893,12485,6172,7906,83,94,185,227,312,211,44,45,10,7,10,6,39690,3085
17,Mississippi,10620,9928,8328,8313,145,133,273,240,772,651,82,110,35,39,9,10,39688,892
26,Arkansas,13451,13140,3674,3739,202,229,658,525,1932,1767,102,83,59,69,37,21,39688,1330
36,Iowa,16542,16251,1163,984,81,82,915,853,1425,1143,45,36,71,44,20,19,39674,1852
57,Nevada,11887,11348,1695,1738,206,211,1751,2439,3830,3844,117,124,159,126,89,91,39655,2936
58,Nevada,12116,11523,1645,1723,178,211,1790,2408,3666,3659,138,130,168,109,82,100,39646,2987
75,Wisconsin,17506,19414,500,732,119,132,198,270,323,399,9,15,10,7,3,4,39641,3875
42,Nevada,9566,8739,1960,2063,158,206,1841,2493,5939,5480,213,206,230,172,189,158,39613,2171
15,Kansas,14002,13343,1600,1573,198,199,684,619,3412,3240,203,177,139,136,42,42,39609,782
59,Nevada,12270,11919,1674,1716,193,240,1765,2303,3451,3424,116,126,134,103,73,97,39604,3038
60,Arkansas,15313,16092,2554,3191,164,174,276,304,742,670,28,15,26,29,5,16,39599,3064
56,Arkansas,15214,16020,2503,3016,163,197,249,302,953,783,59,30,46,38,4,11,39588,2860
26,Mississippi,10163,9752,8657,8858,104,118,298,243,692,490,82,69,30,11,9,6,39582,1351
57,Arkansas,15338,15990,2532,3056,169,188,254,266,804,811,35,28,34,28,8,10,39551,2911
85,Utah,15072,20992,66,81,77,173,359,604,771,1245,12,19,8,9,16,19,39523,4380
24,Kansas,14355,13385,1825,1404,258,252,1116,1018,2808,2556,140,108,113,111,30,41,39520,1241
24,Arkansas,13604,13160,3722,3698,194,199,519,541,1823,1694,81,76,65,62,31,21,39490,1228
15,Nevada,7467,7143,2384,2316,189,190,1674,1594,7383,7263,404,437,266,265,250,259,39484,794
11,Kansas,13756,13019,1701,1633,191,186,597,602,3542,3405,207,220,143,146,44,39,39431,578
59,Arkansas,15239,16059,2534,3071,182,172,245,314,785,701,27,25,25,23,7,12,39421,3013
75,Maryland,11640,14035,3918,5896,50,60,1108,1348,491,627,68,87,20,15,10,22,39395,3846
10,Nevada,7475,7066,2509,2410,173,174,1602,1528,7335,7041,462,443,295,299,307,270,39389,539
9,Kansas,13716,13193,1651,1659,186,172,740,628,3348,3170,195,207,171,218,49,57,39360,476
40,Arkansas,14015,13842,2879,3480,136,172,599,548,1820,1552,71,46,75,71,31,21,39358,2044
64,Iowa,18273,18944,374,381,37,58,196,255,396,399,8,6,0,12,6,3,39348,3280
9,Iowa,15809,15081,1531,1396,92,84,642,620,1833,1637,117,129,129,142,55,46,39343,475
76,South Carolina,14396,16480,3006,4250,70,70,234,228,241,251,50,42,5,5,2,4,39334,3917
77,South Carolina,14658,16785,2764,4055,57,76,169,220,217,242,42,27,6,1,1,2,39322,3968
45,Nevada,9594,8574,1873,1948,154,184,2013,2511,5692,5656,199,230,201,158,149,178,39314,2324
25,Arkansas,13416,12979,3642,3664,194,244,585,508,1891,1805,97,67,54,61,39,28,39274,1279
65,Iowa,18301,18820,360,353,46,45,189,285,424,390,7,18,9,11,6,1,39265,3331
58,Arkansas,15308,15780,2520,3058,183,206,233,291,817,722,41,19,27,32,9,15,39261,2962
11,Nevada,7300,7042,2520,2446,170,196,1663,1495,7250,7242,430,441,277,269,265,244,39250,590
5,Nevada,7568,7134,2781,2655,213,167,1515,1491,6888,6527,508,484,353,350,308,297,39239,284
3,Iowa,15248,14640,1653,1680,84,94,744,734,1851,1838,114,110,193,146,65,43,39237,169
59,Mississippi,11819,12569,6062,7520,93,90,176,232,332,219,37,47,19,9,8,3,39235,3034
11,Arkansas,12927,12236,3733,3729,167,173,530,507,2358,2369,139,94,93,72,45,39,39211,565
25,Mississippi,10228,9943,8228,8596,101,101,311,265,612,568,92,97,26,17,10,11,39206,1300
77,Wisconsin,16935,19944,418,672,71,103,177,233,269,298,3,10,5,11,4,6,39159,3977
19,Arkansas,13232,12492,3987,3763,203,194,445,430,2067,1962,74,80,67,71,32,25,39124,973
43,Nevada,9390,8678,1838,1931,176,199,1903,2585,5641,5583,220,266,182,181,164,164,39101,2222
10,Arkansas,12922,12289,3726,3628,173,168,472,473,2437,2323,108,91,90,113,34,36,39083,514
7,Nevada,7528,7151,2629,2697,178,167,1590,1551,6933,6610,393,401,293,350,301,290,39062,386
34,Iowa,16211,15930,1207,983,72,82,817,886,1458,1195,60,34,39,51,22,9,39056,1750
27,Kansas,13974,13129,1935,1453,284,229,1130,952,2917,2467,148,112,141,107,22,20,39020,1394
31,Mississippi,10240,10476,7577,8376,125,132,243,306,815,500,87,71,24,20,18,7,39017,1606
5,Arkansas,12898,12133,3906,3730,176,167,592,501,2191,2053,111,130,146,115,72,43,38964,259
58,Mississippi,11808,12316,6103,7420,89,104,187,222,340,233,40,58,13,13,4,5,38955,2983
7,Kansas,13672,13071,1649,1659,166,176,737,651,3237,3089,190,191,172,183,46,59,38948,374
8,Connecticut,10782,10178,2648,2551,91,92,1219,1172,4214,4188,694,708,130,136,74,40,38917,415
8,Arkansas,13228,12266,3853,3529,159,159,506,465,2186,2114,99,102,95,88,27,28,38904,412
8,Kansas,13657,13107,1636,1538,174,167,709,652,3305,3066,213,176,225,150,46,68,38889,425
16,Nevada,7587,7145,2290,2203,185,171,1646,1614,7240,7001,412,388,267,259,243,237,38888,845
55,Iowa,17469,17689,636,507,67,61,346,456,836,709,27,12,28,21,13,7,38884,2821
45,Utah,15662,15153,268,157,182,199,778,806,2689,2485,79,79,120,121,58,46,38882,2340
26,Kansas,14143,13025,1812,1448,237,261,1086,977,2844,2456,134,121,136,114,33,25,38852,1343
56,Mississippi,11619,12054,6238,7563,73,107,196,231,364,257,51,40,5,15,9,8,38830,2881
57,Mississippi,11774,11952,6226,7490,90,102,185,244,356,250,34,51,19,9,5,10,38797,2932
24,Mississippi,10398,9859,8052,8258,98,112,323,254,671,500,108,93,26,22,11,9,38794,1249
4,Arkansas,12718,11960,3826,3781,182,151,576,534,2266,2160,131,135,121,136,43,62,38782,208
9,Arkansas,12927,12320,3727,3634,154,141,488,419,2319,2237,106,94,91,72,23,26,38778,463
35,Kansas,14446,14479,1487,1168,184,202,813,937,2488,2123,100,124,82,93,27,19,38772,1802
41,Iowa,16543,16155,993,795,62,66,725,705,1372,1111,61,43,52,45,22,22,38772,2107
2,Iowa,14834,14364,1778,1736,84,88,691,633,1969,1863,150,130,177,151,45,49,38742,118
52,Nevada,10517,9793,1719,1764,178,199,1741,2441,4898,4633,153,160,176,158,96,110,38736,2681
6,Kansas,13536,13057,1650,1587,179,169,750,636,3215,3093,222,159,175,179,49,67,38723,323
23,Nevada,7685,7382,2395,2356,182,181,1730,1724,6810,6731,313,301,261,264,186,212,38713,1202
